페이지,테마,일본어 단어,요미가나,단어 뜻,단어[요미가나],참고
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],卒業,そつぎょう,졸업,卒業[そつぎょう],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],現金,げんきん,현금,現金[げんきん],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],税金,ぜいきん,세금,税金[ぜいきん],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],貯金,ちょきん,저금,貯金[ちょきん],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],料金,りょうきん,요금,料金[りょうきん],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],血圧,けつあつ,혈압,血圧[けつあつ],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],血液,けつえき,혈액,血液[けつえき],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],敬語,けいご,경어,敬語[けいご],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],言語,げんご,언어,言語[げんご],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],語学,ごがく,어학,語学[ごがく],
JLPT_N3_암기장::7p,[같은 한자를 포함하는 단어],単語,たんご,단어,単語[たんご],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],検査,けんさ,검사,検査[けんさ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],調査,ちょうさ,조사,調査[ちょうさ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],事件,じけん,사건,事件[じけん],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],事故,じこ,사고,事故[じこ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],事実,じじつ,사실,事実[じじつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],食事,しょくじ,식사,食事[しょくじ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],休日,きゅうじつ,휴일,休日[きゅうじつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],祝日,しゅくじつ,축일,祝日[しゅくじつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],平日,へいじつ,평일,平日[へいじつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],本日,ほんじつ,금일,本日[ほんじつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],少食,しょうしょく,소식,少食[しょうしょく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],昼食,ちゅうしょく,점심식사,昼食[ちゅうしょく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],朝食,ちょうしょく,아침식사,朝食[ちょうしょく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],夕食,ゆうしょく,저녁식사,夕食[ゆうしょく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],選挙,せんきょ,선거,選挙[せんきょ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],選手,せんしゅ,선수,選手[せんしゅ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],配達,はいたつ,배달,配達[はいたつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],発達,はったつ,발달,発達[はったつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],兄談,じゅうだん,농담,兄談[じゅうだん],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],相談,そうだん,상담,相談[そうだん],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],各地,かくち,각지,各地[かくち],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],基地,きち,기지,基地[きち],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],地域,ちいき,지역,地域[ちいき],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],地区,ちく,지구,地区[ちく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],共通,きょうつう,공통,共通[きょうつう],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],交通,こうつう,교통,交通[こうつう],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],宣伝,せんでん,선전,宣伝[せんでん],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],伝言,でんごん,전언,伝言[でんごん],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],伝染,でんせん,전염,伝染[でんせん],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],伝統,でんとう,전통,伝統[でんとう],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],商売,しょうばい,장사,商売[しょうばい],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],完売,かんばい,매점,完売[かんばい],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],発売,はつばい,발매,発売[はつばい],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],販売,はんばい,판매,販売[はんばい],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],方角,ほうがく,방향,方角[ほうがく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],方向,ほうこう,방향,方向[ほうこう],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],正面,しょうめん,정면,正面[しょうめん],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],表面,ひょうめん,표면,表面[ひょうめん],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],面接,めんせつ,면접,面接[めんせつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],面倒だ,めんどうだ,번잡하고 성가시다,面倒だ[めんどうだ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],輸出,ゆしゅつ,수출,輸出[ゆしゅつ],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],輸入,ゆにゅう,수입,輸入[ゆにゅう],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],協力,きょうりょく,협력,協力[きょうりょく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],実力,じつりょく,실력,実力[じつりょく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],体力,たいりょく,체력,体力[たいりょく],
JLPT_N3_암기장::8p,[같은 한자를 포함하는 단어],努力,どりょく,노력,努力[どりょく],
JLPT_N3_암기장::8p,[한자 읽기에 자주 출제되는 동사],疑う,うたがう,의심하다,疑う[うたがう],
JLPT_N3_암기장::8p,[한자 읽기에 자주 출제되는 동사],嫌う,きらう,싫어하다,嫌う[きらう],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],吸う,すう,들이마시다,吸う[すう],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],払う,はらう,지불하다,払う[はらう],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],拾う,ひろう,줍다,拾う[ひろう],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],笑う,わらう,웃다,笑う[わらう],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],預かる,あずかる,보관하다,預かる[あずかる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],受かる,うかる,합격하다,受かる[うかる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],掛かる,かかる,걸리다,掛かる[かかる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],助かる,たすかる,살아나다,助かる[たすかる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],上がる,あがる,오르다,上がる[あがる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],怖がる,こわがる,무서워하다,怖がる[こわがる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],表す,あらわす,표현하다,表す[あらわす],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],移す,うつす,옮기다,移す[うつす],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],返す,かえす,돌려주다,返す[かえす],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],隠す,かくす,숨기다,隠す[かくす],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],示す,しめす,나타내다,示す[しめす],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],回す,まわす,돌리다,回す[まわす],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],勝つ,かつ,이기다,勝つ[かつ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],経つ,たつ,경과하다,経つ[たつ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],遊ぶ,あそぶ,놀다,遊ぶ[あそぶ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],転ぶ,ころぶ,넘어지다,転ぶ[ころぶ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],運ぶ,はこぶ,옮기다,運ぶ[はこぶ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],結ぶ,むすぶ,묶다,結ぶ[むすぶ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],決まる,きまる,정해지다,決まる[きまる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],泊まる,とまる,묵다,泊まる[とまる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],編む,あむ,"엮다, 짜다",編む[あむ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],組む,くむ,"짜다, 끼다",組む[くむ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],包む,つつむ,포장하다,包む[つつむ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],悩む,なやむ,괴로워하다,悩む[なやむ],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],配る,くばる,나누어 주다,配る[くばる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],断る,ことわる,거절하다,断る[ことわる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],困る,こまる,곤란하다,困る[こまる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],叱る,しかる,야단치다,叱る[しかる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],黙る,だまる,말을 하지 않다,黙る[だまる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],握る,にぎる,"잡다, 쥐다",握る[にぎる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],終える,おえる,끝마치다,終える[おえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],覚える,おぼえる,기억하다,覚える[おぼえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],替える,かえる,교체하다,替える[かえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],換える,かえる,교환하다,換える[かえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],加える,くわえる,더하다,加える[くわえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],支える,ささえる,버티다,支える[ささえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],伝える,つたえる,전하다,伝える[つたえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],生える,はえる,"(풀, 머리가) 나다",生える[はえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],冷える,ひえる,차가워지다,冷える[ひえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],燃える,もえる,타다,燃える[もえる],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],預ける,あずける,맡기다,預ける[あずける],
JLPT_N3_암기장::9p,[한자 읽기에 자주 출제되는 동사],助ける,たすける,구조하다,助ける[たすける],
